Dv,MARCA,Material,Descripción,      Amount ,Unit,per,UoM,Empaque Mínimo,ABC Code,División.,Marca.
4B,KILLARK,FXSX53,"SWITCH 1GANG 3P FEED 3/4"" FACT SEAL", $728.88 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,FZ8647,TOGGLE SWITCH HANDLE SQUARE LT, $89.45 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,FZ8648,TOGGLE SWITCH HANDLE SQUARE, $62.94 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4C,CHALMIT,G2400-5002,Ign Timed 100-400W ZRM4.5-ES CT, $54.99 ,USD,1,PZ,1 PZ,M,4C,CHALMIT
4C,CHALMIT,G4802-2000,CAP 20 uF 250V M8 UL US Marked, $13.39 ,USD,1,PZ,1 PZ,M,4C,CHALMIT
4C,CHALMIT,G7536-2240,Bal 218/36 HF 240 ILB CH-EOL-41 9558721, $314.30 ,USD,1,PZ,1 PZ,C,4C,CHALMIT
4B,KILLARK,GASK571,"GASKET,NEOPRENE 1/2""", $0.94 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GASK572,"GASKET NEOPRENE 3/4""", $0.77 ,USD,1,PZ,1 PZ,A,4B,KILLARK
5C,Columbia Lighting,HEM4-40HL-RFA-EU,Configurado Familia - HEM, $412.15 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GASK574,"GASKET NEOPRENE 1 1/4""", $1.17 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,HEM4-40HL-RFP-EU-SSL,Configurado Familia - HEM, $334.38 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
5C,Columbia Lighting,HEM4-40ML-RFA-EU,Configurado Familia - HEM, $313.08 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
5C,Columbia Lighting,HEM4-40VL-RFA-EDU,Configurado Familia - HEM, $451.36 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GASK579,"GASKET NEOPRENE 3 1/2""", $4.76 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GASK852N,"GSKT, 3/4 DURALOY8", $1.63 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GCBB-15Q2,LOAD CENTER 2P 120/240V 15A," $1,572.20 ",USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GCS-13,OPERATOR BODY 1 GO HOLE STYLE 1 SWB-13, $330.85 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GCS-15,OPERATOR BODIES 2 GO HOLES, $572.98 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GCS-16,OPERATOR BODIES 3 GO HOLES, $490.57 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GCS-83,OPERATOR BODY 4 GO HOLES STYLE 1 SWB-83, $684.05 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,HEM4-50HL-RFA-EDU,Configurado Familia - HEM, $414.57 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
5C,Columbia Lighting,HEM4-50HL-RFA-EU,Configurado Familia - HEM, $334.87 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GEBC-2,GEB OUTLET BODY 3/4IN AL C-TYPE, $180.03 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEBL-2,"OUTLET BODY 3/4"" AL L-TYPE", $108.31 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEBL-3,"OUTLET BODY 1"" AL L-TYPE", $182.63 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,HEM4-50ML-RFA-EDU,Configurado Familia - HEM, $314.64 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GEBL-5,"OUTLET BODY 1-1/2"" AL L-TYPE", $153.46 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEBT-2,"GEB OUTLET BODY 3/4"" AL T-TYPE", $197.76 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEBT-3,"OUTLET BODY 1"" AL T-TYPE", $80.37 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEBT-4,"OUTLET BODY 1-1/4"" AL T-TYPE", $79.20 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,HEM4-50ML-RFA-EU,Configurado Familia - HEM, $312.72 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GEBX-2,"OUTLET BODY 3/4"" AL X-TYPE", $89.37 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEBX-3,"OUTLET BODY 1"" AL X-TYPE", $88.46 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,HEM4-50VL-RFA-EU,Configurado Familia - HEM, $354.57 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GECBC,GEC SERIES AL BLANK COVER, $52.82 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECCT-1,"OUTLET BODY 1/2"" AL C-TYPE", $48.85 ,USD,1,PZ,1 PZ,B,4B,KILLARK
5C,Columbia Lighting,HEM8-50ML-RFA-EDU,Configurado Familia - HEM, $466.90 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GECCT-2,"OUTLET BODY 3/4"" AL C-TYPE", $49.95 ,USD,1,PZ,1 PZ,B,4B,KILLARK
4B,KILLARK,GECCT-2-6TB,GECCT-2 W/ 6 POINT TERMINAL, $138.39 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECCT-2M,"OUTLET BODY 3/4"" FE C-TYPE", $88.20 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,HEM8-50VL-RFA-EDU,Configurado Familia - HEM, $566.81 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GECCT-3M,"OUTLET BODY 1"" FE  C-TYPE", $110.52 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECEAT-2,"OUTLET BODY 3/4"" AL EA-TYPE", $69.95 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECET-1,"OUTLET BODY 1/2"" AL E-TYPE", $60.80 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECET-2,"OUTLET BODY 3/4"" AL E-TYPE", $65.94 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECET-3,"OUTLET BODY 1"" AL  E-TYPE", $62.17 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5P,Kim Lighting,KB6-Y5-D-1030-DB-STND_MNT-NO BOLTS-WIRED120-277V,Configurado Familia - KB6-LED," $2,330.74 ",USD,1,PZ,1 PZ,-,5P,Kim Lighting
5P,Kim Lighting,KFL1/6L-8/RGBWW/M/120-240/K/DB/DMX,Configurado Familia - KFL1," $2,306.55 ",USD,1,PZ,1 PZ,-,5P,Kim Lighting
4B,KILLARK,GECLBT-2,"OUTLET BODY 3/4"" AL LB TYPE", $48.41 ,USD,1,PZ,1 PZ,A,4B,KILLARK
4B,KILLARK,GECLBT-2M,.75 IN IRON OUTLET BODY LB TYPE, $50.27 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECLBT-3,"OUTLET BODY 1"" AL  LB TYPE", $58.37 ,USD,1,PZ,1 PZ,B,4B,KILLARK
5P,Kim Lighting,KFL1/6L-8/RGBWW/MF/120-240/Y/BL/DMX,Configurado Familia - KFL1," $2,251.49 ",USD,1,PZ,1 PZ,-,5P,Kim Lighting
4B,KILLARK,GECLT-1,"OUTLET BODY 1/2"" AL L TYPE", $49.58 ,USD,1,PZ,1 PZ,B,4B,KILLARK
5P,Kim Lighting,KFL1/6L-8/RGBWW/SP/120-240/K/BL,Configurado Familia - KFL1," $2,301.14 ",USD,1,PZ,1 PZ,-,5P,Kim Lighting
4B,KILLARK,GECLT-2,"OUTLET BODY 3/4"" AL L TYPE", $48.85 ,USD,1,PZ,1 PZ,A,4B,KILLARK
4B,KILLARK,GECLT-2M,.75 IN IRON OUTLET BODY L TYPE, $66.46 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECLT-3,"OUTLET BODY 1"" AL LB TYPE", $54.85 ,USD,1,PZ,1 PZ,A,4B,KILLARK
4B,KILLARK,GECLT-3M,"OUTLET BODY 1"" FE TYPE L", $73.22 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEC-RG,RUBBER GASKET FOR GEC SERIES, $9.63 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECTAT-2,"OUTLET BODY 3/4"" AL TA-TYPE", $59.05 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECTT-1,"OUTLET BODY 1/2"" AL T-TYPE", $52.54 ,USD,1,PZ,1 PZ,B,4B,KILLARK
5P,Kim Lighting,KFL1/6L-8/RGBWW/SP/120-240/Y/BL,Configurado Familia - KFL1," $2,251.49 ",USD,1,PZ,1 PZ,-,5P,Kim Lighting
4B,KILLARK,GECTT-2,"OUTLET BODY 3/4"" AL T-TYPE", $50.27 ,USD,1,PZ,1 PZ,A,4B,KILLARK
4B,KILLARK,GECTT-2-6TB,GECTT-2 W/ 6 POINT TERMINAL, $137.78 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECTT-2M,.75 IN IRON OUTLET BODY T TYPE, $83.92 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECTT-3,"1"" ALUM OUTLET BODY T TYPE 2-1", $55.73 ,USD,1,PZ,1 PZ,B,4B,KILLARK
4B,KILLARK,GECTT-3M,1 IRON OUTLET BODY T TYPE 2, $65.61 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECUET-2,"GE TYPE 3/4"" OUTLET BODY", $124.46 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECXAT-2,"3/4"" ALUM OUTLET BODY XAT TYPE", $68.48 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECXAT-3,"1"" ALUM OUTLET BODY XA TYPE 2", $63.87 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECXT-1,"1/2"" GEC ALUM OUTLET BODY X TYPE 2", $58.57 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5P,Kim Lighting,KFL3/33L-75/RGBWW/N/120-240/S/BL,Configurado Familia - KFL3," $3,928.59 ",USD,1,PZ,1 PZ,-,5P,Kim Lighting
4B,KILLARK,GECXT-2,"3/4"" GEC ALUM OUTLET BODY X TYPE 2", $55.49 ,USD,1,PZ,1 PZ,B,4B,KILLARK
4B,KILLARK,GECXT-2M,.75 IN IRON OUTLET BODY X TYPE, $104.01 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GECXT-3,"1"" ALUM OUTLET BODY X TYPE 2-1", $67.03 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5P,Kim Lighting,KFL3/33L-75/RGBWW/NS/120-240/S/BL,Configurado Familia - KFL3," $3,928.59 ",USD,1,PZ,1 PZ,-,5P,Kim Lighting
5P,Kim Lighting,KFL3/33L-75/RGBWW/SP/120-240/S/BL,Configurado Familia - KFL3," $3,928.59 ",USD,1,PZ,1 PZ,-,5P,Kim Lighting
4B,KILLARK,GECXTF-2M,.75 IN IRON OUTLET BODY XTF TYP, $146.20 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEJCT-5,"1-1/2"" ALUM OUTLET BODY C TYPE", $153.12 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5I,Industrial,KHL-18LU5K-5M-A2-TN,Configurado Familia - KHL, $919.15 ,USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GEJCT-6,"2"" ALUM OUTLET BODY C TYPE 4-7", $148.91 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEJCT-6M,2 IN IRON OUTLET BODY C TYPE 4-, $383.62 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEJET-5,"1-1/2"" ALUM OUTLET BODY E  TYP", $232.43 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEJLBT-5,"1-1/2"" ALUM OUTLET BODY LB TYP", $146.12 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5I,Industrial,KHL-18LU5K-5M-D5-TN,Configurado Familia - KHL, $950.49 ,USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GEJLBT-6,"2"" ALUM OUTLET BODY LB TYPE 4-", $146.12 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5I,Industrial,KHL-18LU5K-5M-X2-TN,Configurado Familia - KHL, $939.64 ,USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GEJLT-5,"1-1/2"" ALUM OUTLET BODY L TYPE", $151.78 ,USD,1,PZ,1 PZ,B,4B,KILLARK
5I,Industrial,KHL-18LU5K-5M-Y2-TN,Configurado Familia - KHL," $1,040.81 ",USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GEJLT-6,"2"" ALUM OUTLET BODY L TYPE 4-7", $173.73 ,USD,1,PZ,1 PZ,B,4B,KILLARK
4B,KILLARK,GEJLT-6M,2 IN IRON OUTLET BODY L TYPE 4-, $239.50 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEJTT-5,"1-1/2"" ALUM OUTLET BODY T TYPE", $155.30 ,USD,1,PZ,1 PZ,B,4B,KILLARK
4B,KILLARK,GEJTT-5M,1.5 IN IRON OUTLET BODY T TYP, $309.14 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEJTT-6,"2"" ALUM OUTLET BODY T TYPE 4-7", $155.30 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEJTT-6M,2 IN IRON OUTLET BODY T TYPE 4-, $250.83 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEJXT-5,"1-1/2"" ALUM OUTLET BODY X TYPE", $217.94 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5I,Industrial,KHL-18LU5K-N-D5-TN,Configurado Familia - KHL, $947.26 ,USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GEJXT-6,"2"" TYPE X OUTLET BODY", $161.17 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEJXT-6M,2 IN IRON OUTLET BODY X TYPE 4-, $343.77 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEMC-1,"1/2"" ALUM OUTLET BODY C TYPE 2", $30.88 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEMC-2,"3/4"" ALUM OUTLET BODY C TYPE 2", $31.65 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEMCA-1,"1/2"" ALUM OUTLET BODY CA TYPE", $37.80 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEMCA-2,"3/4"" ALUM OUTLET BODY CA TYPE", $41.53 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEML-1,"1/2"" ALUM OUTLET BODY L TYPE 2", $31.98 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5I,Industrial,KHL-18LU5K-N-X2-TN,Configurado Familia - KHL, $936.41 ,USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GEMLA-1,"1/2"" ALUM OUTLET BODY LA TYPE", $43.75 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEMLA-2,"3/4"" ALUM OUTLET BODY LA TYPE", $44.94 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5I,Industrial,KHL-24LU5K-5M-A2-TN,Configurado Familia - KHL, $971.37 ,USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GEMLB-2,"3/4"" ALUM OUTLET BODY LB TYPE", $33.74 ,USD,1,PZ,1 PZ,C,4B,KILLARK
5I,Industrial,KHL-24LU5K-5M-A2-TN-WG,Configurado Familia - KHL," $1,034.71 ",USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GEMT-2,"3/4"" ALUM OUTLET BODY T TYPE 2", $31.86 ,USD,1,PZ,1 PZ,B,4B,KILLARK
4B,KILLARK,GEMTA-1,"1/2"" ALUM OUTLET BODY TA TYPE", $44.71 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEMTA-2,"3/4"" ALUM OUTLET BODY TA TYPE", $41.69 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEMX-1,"1/2"" GEM ALUM OUTLET BODY X TYPE 2", $56.73 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEMX-2,"3/4"" GEM ALUM OUTLET BODY X TYPE 2", $39.45 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GESCT-4,"1-1/4"" ALUM OUTLET BODY C TYPE", $111.60 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5I,Industrial,KHL-24LU5K-5M-B2-TN,Configurado Familia - KHL," $1,019.45 ",USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GESLBT-4,"1-1/4"" ALUM OUTLET BODY LB TYP", $115.50 ,USD,1,PZ,1 PZ,B,4B,KILLARK
5I,Industrial,KHL-24LU5K-5M-D4-TN,Configurado Familia - KHL," $1,004.93 ",USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GESLT-3,"1"" ALUM OUTLET BODY L TYPE 3-", $110.37 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GESLT-4,"1-1/4"" ALUM OUTLET BODY L TYP", $111.60 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GESLT-4M,1.25 IN IRON OUTLET BODY L TYPE, $190.69 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GES-RG,GES SERIES RUBBER GASKET, $13.07 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GESTT-4,"1-1/4"" ALUM OUTLET BODY T TYPE", $117.77 ,USD,1,PZ,1 PZ,B,4B,KILLARK
4B,KILLARK,GESTT-4M,1.25 IN IRON OUTLET BODY T TYP, $171.12 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GESXT-4,"1-1/4"" ALUM OUTLET BODY X TYPE", $134.54 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GESXT-4M,1.25 IN IRON OUTLET BODY X TYP, $220.43 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GEUEAT-2,"3/4"" ALUM OUTLET BODY UEA TYPE", $89.58 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5I,Industrial,KHL-24LU5K-5M-X2-TN,Configurado Familia - KHL, $991.86 ,USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GO10-31F N34,SNAP SWITCH SPST LONG, $190.03 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5I,Industrial,KHL-24LU5K-N-X2-TN,Configurado Familia - KHL, $987.63 ,USD,1,PZ,1 PZ,-,5I,Industrial
4B,KILLARK,GO-10502,"PUSHBUTTON LOCKOUT GO1,GO21,GO", $81.03 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO113 N34,"POTENTIOMETER, SINGLE TURN LONG", $202.03 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO133,"POTENTIOMETER, SINGLE TURN SHORT", $181.15 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5P,Kim Lighting,"FM/SRS1H2E35/60L4KUV/BL/3.38""RD_POLE (Pole Shaft Length: 16'-1"" THRU 20'-0"")",Configurado Familia - KIMSRS-LED," $2,350.70 ",USD,1,PZ,1 PZ,-,5P,Kim Lighting
4B,KILLARK,GO14-6G N34,"SWITCH, 3POS SEL LONG SR CTR ML 2NO", $200.16 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO15-6G N34,"SWITCH, 3POS SEL LNG SPR RET CNTR MR 2NO", $251.60 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO15726-A,"LENS/GUARD, AMBER REPLACEMENT", $69.77 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO15726-C,"LENS/GUARD, CLEAR REPLACEMENT", $78.24 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO15726-G,"LENS/GUARD, GREEN REPLACEMENT", $145.67 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO1-GX1B N34,"PUSHBUTTON, MOM LONG GREEN 1NO", $134.42 ,USD,1,PZ,1 PZ,B,4B,KILLARK
5P,Kim Lighting,"FM/SRS1H2E35/60L4KUV/BL/3.38""RD_POLE (Pole Shaft Length: 8'-0"" & UNDER)",Configurado Familia - KIMSRS-LED," $2,318.23 ",USD,1,PZ,1 PZ,-,5P,Kim Lighting
4B,KILLARK,GO1-GX3C N34,"PUSHBUTTON, MOM, GRN 1NO/1NC RESET/BLANK", $150.73 ,USD,1,PZ,1 PZ,B,4B,KILLARK
4B,KILLARK,GO1-KX1C N34,"PUSHBUTTON, MOM, BLK 1NO", $117.73 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO1-KX2C N34,"PUSHBUTTON, MOM, BLK 1NC", $120.02 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5P,Kim Lighting,KLV807/3L3K/BL,Configurado Familia - KLV807/3L3K/BL, $244.60 ,USD,1,PZ,1 PZ,-,5P,Kim Lighting
4B,KILLARK,GO1-RX2B N34,"PUSHBUTTON, MOM LONG RED 1NC CONTACT", $117.20 ,USD,1,PZ,1 PZ,B,4B,KILLARK
5R,Beacon,LAJ30/AC/60L-136/4K7/UNV/DIR3/PEC-277/PT/GENI-02/BLT,Configurado Familia - LAJ," $3,074.78 ",USD,1,PZ,1 PZ,-,5R,Beacon
4B,KILLARK,GO1-RX3C N34,"PUSHBUTTON, SINGLE MOM CONT RED", $139.32 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO21-GZ0C,"PUSHBUTTON,MOM SHRT GR NO CONT RES/BLANK", $112.63 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO21-GZ1B,"PUSHBUTTON, MOM SHORT GREEN 1NO CONTACTS", $160.28 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO21-GZ3C,"PUSHBUTTON, MOM SHORT GREEN 1NO/1NC CONT", $140.99 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO21-KZ1C,"PUSHBUTTON, MOM SHORT BLACK 1NO CONTACTS", $114.16 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO21-KZ2C,"PUSHBUTTON, MOM SHORT BLACK 1NC CONTACTS", $114.10 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO21-KZ3C,"PUSHBUTTON, MOM SHORT BLACK 1NO/1NC CONT", $142.61 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO21-RZ0C,"PUSHBUTTON,MOM SHRT RD NO CONT RES/BLANK", $101.55 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO21-RZ2B,"PUSHBUTTON, MOM SHORT RED 1NC CONTACTS", $116.91 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO21-RZ3C,"PUSHBUTTON, MOM SHORT RED 1NO 1NC CONT", $129.94 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO22-GR12D,"PUSHBUTTON, DBL SHORT START/STOP", $288.23 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO23-A23C,DISCONTINUED - USE GZ23-A23, DESCONTINUADO ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,LAW2-50LW-EU,Configurado Familia - LAW, $122.26 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GO23-G23C,DISCONTINUED - USE GZ23-G23, DESCONTINUADO ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,LAW2-50ML-EDU,Configurado Familia - LAW, $121.31 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GO23-R23C,DISCONTINUED - USE GZ23-R23, DESCONTINUADO ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,LAW4-30ML-EU,Configurado Familia - LAW, $141.49 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GO25-2A3F,"SWITCH, 2POS SEL MAINT 1NO/1NC SHORT", $247.07 ,USD,1,PZ,1 PZ,C,4B,KILLARK
4B,KILLARK,GO25-3C3G,"SWITCH, 3POS SEL MAINT 1NO/1NC SHORT", $205.05 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,LAW4-35ML-EU,Configurado Familia - LAW, $141.49 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
5C,Columbia Lighting,LAW4-40HL-EU,Configurado Familia - LAW, $171.23 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
5C,Columbia Lighting,LAW4-40LW-EU,Configurado Familia - LAW, $171.11 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GO28-3C3G32D,"SWITCH, KEY 3P SHORT SEL MAINT CONT CTR", $385.26 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,LAW4-40ML-ED1U,Configurado Familia - LAW, $144.15 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GO2-GR33D N34,"PUSHBUTTON, DBL MOM LONG GRN/RED 2NO/2NC", $399.12 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO35-6G,"SWITCH, 3POS SEL SHORT SPRING RET 2NO RT", $210.27 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,LAW4-40MW-EU,Configurado Familia - LAW, $166.24 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
4B,KILLARK,GO5-2A3F N34,"SWITCH, 2POS SEL MAINT 1NO/1NC LONG", $220.64 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO5-3C3G N34,"SWITCH, 3POS SEL MAINT 1NO/1NC LONG", $248.56 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO5-3G8G N34,SELECTOR DE TRES POSICIONES, $232.82 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO5-4H8H N34,"SWITCH, 4P LONG SEL MAINT CONT 2NO/2NC", $254.68 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO567-LOK,"LOCKOUT, SELECTOR SWITCH", $143.21 ,USD,1,PZ,1 PZ,M,4B,KILLARK
4B,KILLARK,GO7-6G N34,"SWITCH, 3POS SEL SPRING RETURN CNTR 2NO", $311.91 ,USD,1,PZ,1 PZ,M,4B,KILLARK
5C,Columbia Lighting,LAW4-40VW-EU,Configurado Familia - LAW, $166.24 ,USD,1,PZ,1 PZ,-,5C,Columbia Lighting
